id,Direcci�n_,Colonia_y/,Nivel_m�ni,Nivel_m�xi,Total_de_e,Total_de_0,Mecanismo_,Origen_de_,Sistema_af,Tipo_de_si,Valor_de_p,Fuente,Municipio,Registro_d,Registro_0,Con_regist,Promedio_d,Evaluaci�n,Acciones_d,Acciones_0,Nivel_de_p,Nivel_de_r,Fecha_de_i,layer,path,NOMBRE,x,y
SRI-233,Gran Duque,Gran Duque,S/D,20 cm,Al menos 1 vez,"10",Din�mica y est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,655411.242,2301168.332
SRI-234,Presa Santa Luc�a,Presa santa Luc�a,S/D,2.50 m,Al menos 1 vez,"10",Din�mica y est�tica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,654898.204,2300812.448
SRI-235,Vaso regulador circuito JVC,JVC,S/D,3.30 m,Al menos 1 vez,"10",Din�mica y est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,660658.302,2288723.181
SRI-236,Lago del estadio Chivas,Estadio Chivas,S/D,1.80 m,Al menos 1 vez,"10",Din�mica y est�tica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,660128.017,2288521.508
SRI-238,Rosal y Colorines,Bordo,S/D,6.50 m,Al menos 1 vez,"10",Din�mica y est�tica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,659793.108,2283482.420
SRI-239,Av. Patria y Acueducto,Av. Patria y Acueducto,S/D,50 cm,Al menos 1 vez,"10",Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,667196.652,2291084.705
SRI-241,R�o Acaponeta y R�o Pontla,R�o Acaponeta y R�o Pontla,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,"V�a p�blica, vivienda y equipamiento urbano",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,656955.518,2300186.578
SRI-243,R�o Colorado y Arroyo,R�o Colorado y Arroyo,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,656291.002,2299985.865
SRI-244,San Pedro y Arroyo,Copalita,S/D,50 cm,Al menos 1 vez,"10",Din�mica,Pluvial,Vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,662748.083,2301206.458
SRI-245,Hidalgo,Cecytej Tesist�n,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,659453.325,2300902.489
SRI-246,L�pez Mateos y Camino a la Piedrera,"La ""Y""",S/D,60 cm,Al menos 1 vez,"10",Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,656313.851,2301836.458
SRI-247,Revoluci�n y Morelos,Nextipac,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,Vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,653334.096,2296992.777
SRI-248,Independencia y �lvaro Obreg�n,Independencia y �lvaro Obreg�n,S/D,50 cm,Al menos 1 vez,"10",Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,672662.716,2292430.168
SRI-249,Av. Jos� Parres Arias,Av. Jos� Parres Arias,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,668985.754,2294833.593
SRI-250,Agua Fr�a y Vicente Guerrero,Agua Fr�a y Vicente Guerrero,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,Vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,672586.205,2294499.660
SRI-251,Javier Mina y Arroyo,Javier Mina y Arroyo,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,670961.582,2291829.915
SRI-252,Galeana y Arroyo,Galeana y Arroyo,S/D,30 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,670796.107,2291897.545
SRI-253,Arroyo y Priv. Justino Barajas,Arroyo y Priv. Justino Barajas,S/D,20 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,669689.979,2294586.697
SRI-254,Prol. Enrique D�az de Le�n y Arroyo,Prol. Enrique D�az de Le�n y Arroyo,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,670645.656,2291911.522
SRI-255,Filem�n Rosas y Tlajomulco,Benito Ju�rez,S/D,50 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica y equipamiento urbano,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,673110.009,2293888.458
SRI-256,Priv. Justino Barajas y Arroyo,Priv. Justino Barajas y Arroyo,S/D,50 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,669809.347,2294574.947
SRI-257,Paseo de las Caobas y Arroyo,Paseo de las Caobas y Arroyo,S/D,30 cm,Al menos 1 vez,"10",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Baja,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,669987.070,2294663.208
SRI-258,Tungsteno y Azucena,Tungsteno y Azucena,S/D,40 cm,Al menos 1 vez,"11",Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,Alta,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,659842.875,2283382.495
SRI-259,M�rmol y Paseo de la Primavera,M�rmol y Paseo de la Primavera,S/D,40 cm,Al menos 1 vez,"10",Din�mica,Pluvial,Vivienda,Recurrente,Media,Grupo de Trabajo de Inundaciones,,,,,,,,,,,,vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2021/vwAMG_Nivel_de_priorizacion_de_los_sitios_recurrentes_2021.shp,ZAPOPAN,661572.010,2282383.379
