id,Direcci�n_,Colonia_y/,Nivel_m�ni,Nivel_m�xi,Total_de_e,Total_de_0,Mecanismo_,Origen_de_,Sistema_af,Tipo_de_si,Valor_de_p,Fuente,Municipio,Registro_d,Registro_0,Con_regist,Promedio_d,Evaluaci�n,Acciones_d,Acciones_0,Nivel_de_p,Nivel_de_r,Fecha_de_i,layer,path,NOMBRE,x,y
SRI-172,Av. Patria y Colina del Congreso,Av. Patria y Colina del Congreso,S/D,60 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Desazolve de canal,Desazolve de canal,Media,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,670079.337,2291279.057
SRI-175,Av. Patria & Romanos,Romanos,S/D,60 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica y equipamiento urbano,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"2",no,,,Desazolve de canal y limpieza de infraestructura,Desazolve de canal,Alta,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667966.717,2290943.458
SRI-176,Av. Patria & Alberta,Patria y Alberta,S/D,60 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"2",no,,,Desazolve de canal y limpieza de infraestructura,Desazolve de canal,Alta,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667830.709,2290908.337
SRI-177,Altamira & Santos Degollado,Altamira,S/D,100 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Limpieza y desazolve de infraestructura,Sin acciones,Media,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667691.716,2291403.835
SRI-178,Menhir Norte & Menhir sur,Menhir,S/D,60 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Limpieza y desazolve de infraestructura,Sin acciones,Media,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667489.809,2290977.023
SRI-179,Av. Patria & Emiliano Zapata,Av. Patria y Emiliano Zapata,S/D,60 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Desazolve de canal,Desazolve de canal,Alta,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667358.791,2290984.911
SRI-180,Av. Laureles & L�pez Cotilla,Av. Laureles y L�pez Cotilla,S/D,100 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Media,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667512.385,2293055.551
SRI-181,Av. Laureles & Moctezuma,Av. Laureles y Moctezuma,S/D,100 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,"1",S/D,no,,,Sin acciones,Sin acciones,Media,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667532.123,2292997.955
SRI-182,Av. Laureles & Plata,Av. Laureles y Plata,S/D,60 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,"1",S/D,no,,,Sin acciones,Sin acciones,Media,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,666629.918,2293682.846
SRI-183,Av. Tuzania & Ajonjol�,Av. Tuzania y Ajonjol�,S/D,60 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Sin acciones,Sin acciones,Media,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,665155.728,2293717.927
SRI-184,Lateral de Perif�rico de poniente a oriente al cruce de Ecorial,Lateral de Perif�rico de poniente a oriente al cruce de Ecorial,S/D,60 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Media,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667170.995,2294206.676
SRI-187,Av. Patria & Zoquipan,Av. Patria y Zoquipan,S/D,40 cm,,,Est�tica,Pluvial,V�a p�blica y vivienda,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,"1",S/D,no,,,Desazolve de canal y limpieza de infraestructura,Desazolve de canal,Media,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,671186.412,2291569.481
SRI-189,Obreros de Cananea & Constituyentes,Obreros de Cananea,S/D,40 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Media,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,669685.178,2293191.991
SRI-222,Lateral Perif�rico & Cedros,Lateral Perif�rico y Cedros,S/D,20 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Baja,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,660931.474,2288321.602
SRI-227,Inundaci�n (Parque Hundido),Parque Hundido,S/D,80 cm,,,Est�tica y din�mica,Pluvial,Equipamiento urbano,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Media,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,664896.532,2288674.094
SRI-228,Inminente riesgo de inundaci�n por falta de infraestructura,Terrenos de Juan Palomar y Arias,S/D,50 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Media,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,663843.372,2289989.991
SRI-229,Av. Aviaci�n,Coca,S/D,30 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Baja,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,660883.535,2291954.848
SRI-230,Arroyo de la Campana,Arroyo de la Campana,S/D,60 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, vivienda, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Media,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,663371.168,2292679.006
SRI-239,Av. Patria & Acueducto,Av. Patria y Acueducto,S/D,50 cm,,,Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Desazolve de canal,Desazolve de canal,Alta,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667196.652,2291084.705
SRI-248,Independencia & �lvaro Obreg�n,Independencia y �lvaro Obreg�n,S/D,50 cm,,,Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Limpieza y desazolve de infraestructura,Sin acciones,Media,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,672662.717,2292430.168
SRI-251,Javier Mina & Arroyo,Javier Mina y Arroyo,S/D,40 cm,,,Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Limpieza y desazolve de infraestructura,Desazolve de canal,Media,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,670961.582,2291829.915
SRI-252,Galeana & Arroyo,Galeana y Arroyo,S/D,30 cm,,,Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Limpieza y desazolve de infraestructura,Desazolve de canal,Baja,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,670796.107,2291897.545
SRI-254,Pr�l.. Enrique D�az de Le�n & Arroyo,Pr�l.. Enrique D�az de Le�n y Arroyo,S/D,40 cm,,,Din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Limpieza y desazolve de infraestructura,Desazolve de canal,Media,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,670645.656,2291911.522
SRI-276,El Vergel & Libertad,Atemajac,S/D,80 cm,,,Din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Limpieza y desazolve de infraestructura,Desazolve de canal,Media,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,671127.568,2291753.213
SRI-302,Lateral Perif�rico Norte & Calle Melchor Ocampo,Frente a Lala Zapopan,S/D,40 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Sin acciones,Sin acciones,Media,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667660.337,2294212.083
SRI-303,Av. Patria & Av. Enrique D�az de Le�n,Colonia Lomas de Atemajac,S/D,30 cm,,,Est�tica y din�mica,Pluvial y fluvial,"V�a p�blica, vivienda y comercio",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Desazolve de canal,Desazolve de canal,Media,Muy alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,670660.368,2291312.151
SRI-304,Av. Patria & Salvador Madariaga,Colonia Jardines Universidad,S/D,130 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica y comercio,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Sin acciones,Sin acciones,Alta,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,664710.388,2288612.128
SRI-307,Estacionamiento Plaza Patria,Av. Patria & Av. Manuel �vila Camacho,S/D,200 cm,,,Est�tica y din�mica,Pluvial y fluvial,V�a p�blica y comercio,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,Limpieza y desazolve de infraestructura,Sin acciones,Alta,Alto,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,669060.388,2291162.128
SRI-309,Lateral Perif�rico Norte & Prolongaci�n Pino Su�rez,Colonia El Vig�a,S/D,40 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica y comercio,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Sin acciones,Sin acciones,Media,Bajo,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,667910.388,2294212.128
SRI-322,Calle Orqu�deas & Azalea Sur - Nte,Colonia Girasoles Elite,5 cm,80 cm,,,Est�tica,Pluvial y por falla de infraestructura,V�a p�blica y vivienda,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"3",no,,,Sin acciones,Sin acciones,Alta,Bajo,"2022",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,664235.227,2294231.585
SRI-323,Av. Patria & Av. Acueducto,Colonia San Bernardo,30 cm,160 cm,,,Est�tica,"Fluvial, Pluvial y por falla de infraestructura",V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"2",no,,,Desazolve de canal,Desazolve de canal,Alta,Medio,"2022",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,665855.225,2290895.845
SRI-324,Av. Novelistas & Av. Juan Palomar y Arias,Colonia Jardines Vallarta,80 cm,100 cm,,,Est�tica,Pluvial y por falla de infraestructura,V�a p�blica y paso a desnivel,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,Sin acciones,Sin acciones,Alta,Alto,"2022",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,663741.957,2287948.233
SRI-332,Av. Jos� Parres Arias & Av. Venustiano Carranza,Colonia Rinconada de la Azalea,S/D,50 cm,,,Din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",no,,,"Pozo de absorci�n, Limpieza, retiro de desechos, recolecci�n de escombro",Sin acciones,Media,Alto,"2022",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,668297.106,2293418.805
SRI-333,Camino Viejo a Tesist�n & Av. Magnolias,Colonia Girasoles Acueducto,50 cm,70 cm,,,Din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,S/D,no,,,"Limpieza, retiro de desechos, recolecci�n de escombro",Sin acciones,Media,Alto,"2022",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,664092.685,2294927.911
SRI-194,Pr�l.. Guadalupe & Brisas Marinas,Prolongaci�n Guadalupe,S/D,150 cm,,,Est�tica y din�mica,Pluvial,"V�a p�blica, comercio y equipamiento urbano",Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"3",24 de julio de 2021 - UEPCB/DG-2799/DES-0235/CL-0105/2021,,,Limpieza y desazolve de infraestructura,Desazolve de canal,Media,Medio,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,660413.078,2282848.087
SRI-195,Perif�rico Sur cruce con Puerto Guaymas,Puerto Guaymas,S/D,30 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",24 de julio de 2021 - UEPCB/DG-2799/DES-0235/CL-0105/2021,,,Limpieza y desazolve de infraestructura,Sin acciones,Baja,Bajo,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,662355.339,2283402.985
SRI-197,Guayabos & Pino,Guayabos,S/D,50 cm,,,Est�tica y din�mica,Pluvial,V�a p�blica y vivienda,Recurrente,,"Sesi�n de trabajo 18/04/2023 con personal Medio Ambiente, Mejoramiento Urbano, Servicios Municipales y la CPCyB del municipio de Zapopan",Zapopan,S/D,"1",24 de julio de 2021 - UEPCB/DG-2799/DES-0235/CL-0105/2021,,,Limpieza y desazolve de infraestructura,Sin acciones,Media,Bajo,"2020",vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023,/Users/lepe/Library/CloudStorage/OneDrive-Personal/qgis/004_cslab/00_basedatos/riesgos/Priorización al 2023/vwAMG_Nivel_de_Priorizacion_de_los_Sitios_Recurrentes_2023.shp,ZAPOPAN,660643.029,2283852.842
